"secuencial","nombreGenetica","codigoProcesoAgrosuper","edad","idSexo","sexo","consumoDiario","consumoAcumulado","consumoDiarioAgua","consumoAcumuladoAgua","ganancia","gananciaMedia","peso","conversion","conversionAcumulada","raza","anio","active","created_at","updated_at"
736,CERDOS - 2015,2,123,2,Macho,0.002706,0.146519,,,1.015,,0.08078,0.00266601,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
737,CERDOS - 2015,2,124,2,Macho,0.002722,0.149241,,,1.016,,0.08179,0.00267913,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
738,CERDOS - 2015,2,125,2,Macho,0.002738,0.151979,,,1.017,,0.08281,0.00269223,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
739,CERDOS - 2015,2,126,2,Macho,0.002754,0.154733,,,1.017,,0.08383,0.00270796,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
740,CERDOS - 2015,2,127,2,Macho,0.00277,0.157503,,,1.019,,0.08484,0.00271835,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
741,CERDOS - 2015,2,128,2,Macho,0.002786,0.160289,,,1.015,,0.08586,0.00274483,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
742,CERDOS - 2015,2,129,2,Macho,0.002764,0.163053,,,1.011,,0.08687,0.00273393,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
743,CERDOS - 2015,2,130,2,Macho,0.002781,0.165834,,,1.007,,0.08788,0.00276167,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
744,CERDOS - 2015,2,131,2,Macho,0.002798,0.168632,,,1.004,,0.08888,0.00278685,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
745,CERDOS - 2015,2,132,2,Macho,0.002815,0.171447,,,0.001,,0.08988,2.815,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
746,CERDOS - 2015,2,133,2,Macho,0.002832,0.174279,,,0.000996,,0.09088,2.84337,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
747,CERDOS - 2015,2,134,2,Macho,0.00285,0.177129,,,0.000992,,0.09187,2.87298,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
748,CERDOS - 2015,2,135,2,Macho,0.002867,0.179996,,,0.000989,,0.09286,2.89889,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
749,CERDOS - 2015,2,136,2,Macho,0.002884,0.18288,,,0.000985,,0.09384,2.92792,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
750,CERDOS - 2015,2,137,2,Macho,0.002901,0.185781,,,0.000981,,0.09482,2.95719,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
751,CERDOS - 2015,2,138,2,Macho,0.002918,0.188699,,,0.000977,,0.0958,2.98669,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
752,CERDOS - 2015,2,139,2,Macho,0.002935,0.191634,,,0.000974,,0.09677,3.01335,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
753,CERDOS - 2015,2,140,2,Macho,0.002952,0.194586,,,0.00097,,0.09774,3.0433,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
754,CERDOS - 2015,2,141,2,Macho,0.00297,0.197556,,,0.000966,,0.09871,3.07453,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
755,CERDOS - 2015,2,142,2,Macho,0.002987,0.200543,,,0.000962,,0.09967,3.10499,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
756,CERDOS - 2015,2,143,2,Macho,0.003004,0.203547,,,0.000958,,0.10063,3.1357,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
757,CERDOS - 2015,2,144,2,Macho,0.003021,0.206568,,,0.000955,,0.10159,3.16335,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
758,CERDOS - 2015,2,145,2,Macho,0.003038,0.209606,,,0.000951,,0.10254,3.19453,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
759,CERDOS - 2015,2,146,2,Macho,0.003055,0.212661,,,0.000947,,0.10348,3.22598,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
760,CERDOS - 2015,2,147,2,Macho,0.003073,0.215734,,,0.000943,,0.10443,3.25875,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
761,CERDOS - 2015,2,148,2,Macho,0.00309,0.218824,,,0.00094,,0.10537,3.28723,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
762,CERDOS - 2015,2,149,2,Macho,0.003107,0.221931,,,0.000937,,0.1063,3.3159,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
763,CERDOS - 2015,2,150,2,Macho,0.002951,0.224882,,,0.000934,,0.10724,3.15953,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
764,CERDOS - 2015,2,151,2,Macho,0.002966,0.227848,,,0.000931,,0.10817,3.18582,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
765,CERDOS - 2015,2,152,2,Macho,0.002981,0.230829,,,0.000928,,0.1091,3.21228,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
766,CERDOS - 2015,2,153,2,Macho,0.002996,0.233825,,,0.000925,,0.11002,3.23892,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
767,CERDOS - 2015,2,154,2,Macho,0.00301,0.236835,,,0.000922,,0.11094,3.26464,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
768,CERDOS - 2015,2,155,2,Macho,0.003025,0.23986,,,0.000919,,0.11186,3.29162,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
769,CERDOS - 2015,2,156,2,Macho,0.00304,0.2429,,,0.000916,,0.11278,3.31878,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
770,CERDOS - 2015,2,157,2,Macho,0.003055,0.245955,,,0.000913,,0.11369,3.34611,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
771,CERDOS - 2015,2,158,2,Macho,0.00307,0.249025,,,0.00091,,0.1146,3.37363,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
772,CERDOS - 2015,2,159,2,Macho,0.003085,0.25211,,,0.000907,,0.11551,3.40132,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
773,CERDOS - 2015,2,160,2,Macho,0.0031,0.25521,,,0.000904,,0.11641,3.4292,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
774,CERDOS - 2015,2,161,2,Macho,0.003114,0.258324,,,0.000901,,0.11732,3.45616,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
775,CERDOS - 2015,2,162,2,Macho,0.003129,0.261453,,,0.000898,,0.11821,3.48441,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
776,CERDOS - 2015,2,163,2,Macho,0.003144,0.264597,,,0.000895,,0.11911,3.51285,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
777,CERDOS - 2015,2,164,2,Macho,0.003159,0.267756,,,0.000893,,0.12,3.53751,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
778,CERDOS - 2015,2,165,2,Macho,0.003174,0.27093,,,0.00089,,0.12089,3.56629,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
779,CERDOS - 2015,2,166,2,Macho,0.003189,0.274119,,,0.000887,,0.12178,3.59526,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
780,CERDOS - 2015,2,167,2,Macho,0.003088,0.277207,,,0.000884,,0.12266,3.49321,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
781,CERDOS - 2015,2,168,2,Macho,0.003103,0.28031,,,0.000882,,0.12354,3.51814,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
782,CERDOS - 2015,2,169,2,Macho,0.003118,0.283428,,,0.000879,,0.12442,3.54721,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
783,CERDOS - 2015,2,170,2,Macho,0.003132,0.28656,,,0.000876,,0.1253,3.57534,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
784,CERDOS - 2015,2,171,2,Macho,0.003147,0.289707,,,0.000874,,0.12617,3.60069,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
785,CERDOS - 2015,2,172,2,Macho,0.003162,0.292869,,,0.000871,,0.12704,3.63031,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
786,CERDOS - 2015,2,173,2,Macho,0.003177,0.296046,,,0.000868,,0.12791,3.66014,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
787,CERDOS - 2015,2,174,2,Macho,0.003192,0.299238,,,0.000866,,0.12878,3.68591,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
788,CERDOS - 2015,2,175,2,Macho,0.003207,0.302445,,,0.000863,,0.12964,3.71611,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
789,CERDOS - 2015,2,176,2,Macho,0.003222,0.305667,,,0.000861,,0.1305,3.74216,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
790,CERDOS - 2015,2,177,2,Macho,0.003236,0.308903,,,0.000858,,0.13136,3.77156,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
791,CERDOS - 2015,2,178,2,Macho,0.003251,0.312154,,,0.000855,,0.13222,3.80234,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
792,CERDOS - 2015,2,179,2,Macho,0.003266,0.31542,,,0.000853,,0.13307,3.82884,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
793,CERDOS - 2015,2,180,2,Macho,0.003281,0.318701,,,0.00085,,0.13392,3.86,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
794,CERDOS - 2015,2,181,2,Macho,0.003296,0.321997,,,0.000846,,0.13476,3.89598,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
795,CERDOS - 2015,2,182,2,Macho,0.003311,0.325308,,,0.000841,,0.13561,3.93698,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
796,CERDOS - 2015,2,183,2,Macho,0.003326,0.328634,,,0.000837,,0.13644,3.97372,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
797,CERDOS - 2015,2,184,2,Macho,0.00334,0.331974,,,0.000833,,0.13728,4.0096,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
798,CERDOS - 2015,2,185,2,Macho,0.003355,0.335329,,,0.000828,,0.1381,4.05193,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
799,CERDOS - 2015,2,186,2,Macho,0.00337,0.338699,,,0.000824,,0.13893,4.08981,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
800,CERDOS - 2015,2,187,2,Macho,0.003385,0.342084,,,0.000819,,0.13975,4.13309,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
801,CERDOS - 2015,2,188,2,Macho,0.003399,0.345483,,,0.000813,,0.14056,4.18081,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
802,CERDOS - 2015,2,189,2,Macho,0.003413,0.348896,,,0.000808,,0.14137,4.22401,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
803,CERDOS - 2015,2,190,2,Macho,0.003428,0.352324,,,0.000803,,0.14217,4.26899,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
804,CERDOS - 2015,2,191,2,Macho,0.003442,0.355766,,,0.000797,,0.14297,4.3187,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
805,CERDOS - 2015,2,192,2,Macho,0.003457,0.359223,,,0.000792,,0.14376,4.3649,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
806,CERDOS - 2015,2,193,2,Macho,0.003471,0.362694,,,0.000785,,0.14454,4.42166,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
807,CERDOS - 2015,2,194,2,Macho,0.003486,0.36618,,,0.000779,,0.14532,4.47497,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
808,CERDOS - 2015,2,195,2,Macho,0.0035,0.36968,,,0.000772,,0.1461,4.53368,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
809,CERDOS - 2015,2,196,2,Macho,0.003515,0.373195,,,0.000766,,0.14686,4.58877,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
810,CERDOS - 2015,2,197,2,Macho,0.003529,0.376724,,,0.000759,,0.14762,4.64954,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
811,CERDOS - 2015,2,198,2,Macho,0.003544,0.380268,,,0.000753,,0.14837,4.70651,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
812,CERDOS - 2015,2,199,2,Macho,0.003558,0.383826,,,0.000745,,0.14912,4.77584,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
813,CERDOS - 2015,2,200,2,Macho,0.003573,0.387399,,,0.000738,,0.14986,4.84146,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
814,CERDOS - 2015,2,201,2,Macho,0.003587,0.390986,,,0.00073,,0.15059,4.9137,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
815,CERDOS - 2015,2,20,3,Mixto,0.000072,0.000072,,,0.00007,,0.00594,1.02857,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
816,CERDOS - 2015,2,21,3,Mixto,0.000097,0.000169,,,0.000098,,0.00603,0.989796,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
817,CERDOS - 2015,2,22,3,Mixto,0.000123,0.000292,,,0.00012,,0.00615,1.025,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
818,CERDOS - 2015,2,23,3,Mixto,0.000148,0.00044,,,0.000143,,0.0063,1.03497,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
819,CERDOS - 2015,2,24,3,Mixto,0.000174,0.000614,,,0.000165,,0.00646,1.05455,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
820,CERDOS - 2015,2,25,3,Mixto,0.000199,0.000813,,,0.000188,,0.00665,1.05851,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
821,CERDOS - 2015,2,26,3,Mixto,0.000224,0.001037,,,0.00021,,0.00686,1.06667,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
822,CERDOS - 2015,2,27,3,Mixto,0.000248,0.001285,,,0.000224,,0.00708,1.10714,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
823,CERDOS - 2015,2,28,3,Mixto,0.000272,0.001557,,,0.000238,,0.00732,1.14286,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
824,CERDOS - 2015,2,29,3,Mixto,0.000296,0.001853,,,0.000252,,0.00757,1.1746,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
825,CERDOS - 2015,2,30,3,Mixto,0.00032,0.002173,,,0.000266,,0.00784,1.20301,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
826,CERDOS - 2015,2,31,3,Mixto,0.000344,0.002517,,,0.000279,,0.00812,1.23297,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
827,CERDOS - 2015,2,32,3,Mixto,0.000368,0.002885,,,0.000293,,0.00841,1.25597,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
828,CERDOS - 2015,2,33,3,Mixto,0.000392,0.003277,,,0.000307,,0.00872,1.27687,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
829,CERDOS - 2015,2,34,3,Mixto,0.000416,0.003693,,,0.000321,,0.00904,1.29595,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
830,CERDOS - 2015,2,35,3,Mixto,0.00044,0.004133,,,0.000335,,0.00937,1.31343,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
831,CERDOS - 2015,2,36,3,Mixto,0.000463,0.004596,,,0.000349,,0.00972,1.32665,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
832,CERDOS - 2015,2,37,3,Mixto,0.000487,0.005083,,,0.000362,,0.01009,1.3453,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
833,CERDOS - 2015,2,38,3,Mixto,0.000507,0.00559,,,0.000376,,0.01046,1.3484,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
834,CERDOS - 2015,2,39,3,Mixto,0.000526,0.006116,,,0.000391,,0.01085,1.34527,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
835,CERDOS - 2015,2,40,3,Mixto,0.000545,0.006661,,,0.000405,,0.01126,1.34568,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
836,CERDOS - 2015,2,41,3,Mixto,0.000564,0.007225,,,0.000419,,0.01168,1.34606,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
837,CERDOS - 2015,2,42,3,Mixto,0.000584,0.007809,,,0.000433,,0.01211,1.34873,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
838,CERDOS - 2015,2,43,3,Mixto,0.000603,0.008412,,,0.000447,,0.01256,1.34899,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
839,CERDOS - 2015,2,44,3,Mixto,0.000622,0.009034,,,0.000461,,0.01302,1.34924,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
840,CERDOS - 2015,2,45,3,Mixto,0.000642,0.009676,,,0.000475,,0.01349,1.35158,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
841,CERDOS - 2015,2,46,3,Mixto,0.000661,0.010337,,,0.000489,,0.01398,1.35174,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
842,CERDOS - 2015,2,47,3,Mixto,0.000685,0.011022,,,0.000506,,0.01449,1.35375,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
843,CERDOS - 2015,2,48,3,Mixto,0.000709,0.011731,,,0.000522,,0.01501,1.35824,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
844,CERDOS - 2015,2,49,3,Mixto,0.000732,0.012463,,,0.000539,,0.01555,1.35807,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
845,CERDOS - 2015,2,50,3,Mixto,0.000756,0.013219,,,0.000556,,0.0161,1.35971,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
846,CERDOS - 2015,2,51,3,Mixto,0.00078,0.013999,,,0.000573,,0.01668,1.36126,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
847,CERDOS - 2015,2,52,3,Mixto,0.000804,0.014803,,,0.00059,,0.01727,1.36271,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
848,CERDOS - 2015,2,53,3,Mixto,0.000828,0.015631,,,0.000606,,0.01787,1.36634,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
849,CERDOS - 2015,2,54,3,Mixto,0.000852,0.016483,,,0.000623,,0.01849,1.36758,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
850,CERDOS - 2015,2,55,3,Mixto,0.000875,0.017358,,,0.00064,,0.01913,1.36719,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
851,CERDOS - 2015,2,56,3,Mixto,0.000905,0.018263,,,0.00065,,0.01978,1.39231,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
852,CERDOS - 2015,2,57,3,Mixto,0.000935,0.019198,,,0.00066,,0.02044,1.41667,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
853,CERDOS - 2015,2,58,3,Mixto,0.000965,0.020163,,,0.00067,,0.02111,1.4403,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
854,CERDOS - 2015,2,59,3,Mixto,0.000995,0.021158,,,0.00068,,0.02179,1.46324,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
855,CERDOS - 2015,2,60,3,Mixto,0.001025,0.022183,,,0.00069,,0.02248,1.48551,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
856,CERDOS - 2015,2,61,3,Mixto,0.001055,0.023238,,,0.0007,,0.02318,1.50714,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
857,CERDOS - 2015,2,62,3,Mixto,0.001085,0.024323,,,0.00071,,0.02389,1.52817,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
858,CERDOS - 2015,2,63,3,Mixto,0.001115,0.025438,,,0.00072,,0.02461,1.54861,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
859,CERDOS - 2015,2,64,3,Mixto,0.001145,0.026583,,,0.00073,,0.02534,1.56849,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
860,CERDOS - 2015,2,65,3,Mixto,0.001175,0.027758,,,0.00074,,0.02608,1.58784,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
861,CERDOS - 2015,2,66,3,Mixto,0.001205,0.028963,,,0.00075,,0.02684,1.60667,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
862,CERDOS - 2015,2,67,3,Mixto,0.001235,0.030198,,,0.00076,,0.0276,1.625,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
863,CERDOS - 2015,2,68,3,Mixto,0.001265,0.031463,,,0.00077,,0.02837,1.64286,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
864,CERDOS - 2015,2,69,3,Mixto,0.001295,0.032758,,,0.00078,,0.02915,1.66026,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
865,CERDOS - 2015,2,70,3,Mixto,0.001325,0.034083,,,0.00079,,0.02994,1.67722,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
866,CERDOS - 2015,2,71,3,Mixto,0.001355,0.035438,,,0.0008,,0.03074,1.69375,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
867,CERDOS - 2015,2,72,3,Mixto,0.001387,0.036825,,,0.000812,,0.03155,1.70813,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
868,CERDOS - 2015,2,73,3,Mixto,0.001419,0.038244,,,0.000822,,0.03237,1.72628,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
869,CERDOS - 2015,2,74,3,Mixto,0.00145,0.039694,,,0.000833,,0.0332,1.7407,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
870,CERDOS - 2015,2,75,3,Mixto,0.001481,0.041175,,,0.000844,,0.03405,1.75474,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
871,CERDOS - 2015,2,76,3,Mixto,0.001513,0.042688,,,0.000855,,0.0349,1.76959,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
872,CERDOS - 2015,2,77,3,Mixto,0.001544,0.044232,,,0.000866,,0.03577,1.78291,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
873,CERDOS - 2015,2,78,3,Mixto,0.001575,0.045807,,,0.000876,,0.03665,1.79795,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
874,CERDOS - 2015,2,79,3,Mixto,0.001607,0.047414,,,0.000887,,0.03753,1.81172,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
875,CERDOS - 2015,2,80,3,Mixto,0.001638,0.049052,,,0.000898,,0.03843,1.82405,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
876,CERDOS - 2015,2,81,3,Mixto,0.00167,0.050722,,,0.000909,,0.03934,1.83718,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
877,CERDOS - 2015,2,82,3,Mixto,0.001701,0.052423,,,0.00092,,0.04026,1.84891,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
878,CERDOS - 2015,2,83,3,Mixto,0.001732,0.054155,,,0.00093,,0.04119,1.86237,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
879,CERDOS - 2015,2,84,3,Mixto,0.001764,0.055919,,,0.000941,,0.04213,1.8746,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
880,CERDOS - 2015,2,85,3,Mixto,0.001795,0.057714,,,0.000947,,0.04308,1.89546,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
881,CERDOS - 2015,2,86,3,Mixto,0.001826,0.05954,,,0.000949,,0.04403,1.92413,-1.0,Cerdos,2015,0,"2020-09-01 15:34:49","2021-11-17 15:49:43"
