"secuencial","nombreGenetica","codigoProcesoAgrosuper","edad","idSexo","sexo","codigoConstruccion","tipoClima","codigoZonaGeografica","zonaGeografica","consumoDiario","consumoAcumulado","consumoDiarioAgua","consumoAcumuladoAgua","ganancia","gananciaMedia","crecimiento","peso","conversion","conversionAcumulada","raza","anio","temperaturaDeseada","stock","kilogramosCarne","ventilacionMinima","ventiladoresFuncionando","porcentajeOperacionRequerida","porcentajeOperacionRequeridaTotal","tiempoEncendido","tiempoApagado","cicloVentilacion","active","created_at","updated_at"
1381,TCA - 2022,1,58,1,Hembra,2,Calida,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.57213,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1382,TCA - 2022,1,59,1,Hembra,2,Calida,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.63427,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1383,TCA - 2022,1,60,1,Hembra,2,Calida,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.69641,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1384,TCA - 2022,1,61,1,Hembra,2,Calida,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.75766,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1385,TCA - 2022,1,62,1,Hembra,2,Calida,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.81892,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1386,TCA - 2022,1,63,1,Hembra,2,Calida,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.87928,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1387,TCA - 2022,1,0,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.038136,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1388,TCA - 2022,1,1,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.057204,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1389,TCA - 2022,1,2,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.067191,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1390,TCA - 2022,1,3,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.080811,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1391,TCA - 2022,1,4,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.098063,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1392,TCA - 2022,1,5,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.120763,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1393,TCA - 2022,1,6,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.147095,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1394,TCA - 2022,1,7,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.173427,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1395,TCA - 2022,1,8,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.206114,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1396,TCA - 2022,1,9,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.242434,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1397,TCA - 2022,1,10,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.281478,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1398,TCA - 2022,1,11,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.325061,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1399,TCA - 2022,1,12,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.371369,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1400,TCA - 2022,1,13,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.420401,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1401,TCA - 2022,1,14,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.473064,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1402,TCA - 2022,1,15,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.528452,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1403,TCA - 2022,1,16,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.585655,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1404,TCA - 2022,1,17,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.645583,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1405,TCA - 2022,1,18,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.707326,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1406,TCA - 2022,1,19,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.770886,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1407,TCA - 2022,1,20,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.836261,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1408,TCA - 2022,1,21,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.903453,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1409,TCA - 2022,1,22,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,0.97246,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1410,TCA - 2022,1,23,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.04238,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1411,TCA - 2022,1,24,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.11411,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1412,TCA - 2022,1,25,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.18675,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1413,TCA - 2022,1,26,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.2612,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1414,TCA - 2022,1,27,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.33566,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1415,TCA - 2022,1,28,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.41102,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1416,TCA - 2022,1,29,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.48729,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1417,TCA - 2022,1,30,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.56447,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1418,TCA - 2022,1,31,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.64165,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1419,TCA - 2022,1,32,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.71974,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1420,TCA - 2022,1,33,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.79783,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1421,TCA - 2022,1,34,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.87591,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1422,TCA - 2022,1,35,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,1.95491,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1423,TCA - 2022,1,36,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.0339,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1424,TCA - 2022,1,37,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.1129,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1425,TCA - 2022,1,38,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.19189,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1426,TCA - 2022,1,39,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.26998,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1427,TCA - 2022,1,40,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.34807,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1428,TCA - 2022,1,41,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.42616,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1429,TCA - 2022,1,42,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.50424,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1430,TCA - 2022,1,43,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.58142,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1431,TCA - 2022,1,44,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.6577,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1432,TCA - 2022,1,45,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.73397,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1433,TCA - 2022,1,46,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.80933,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1434,TCA - 2022,1,47,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.88469,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1435,TCA - 2022,1,48,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,2.96006,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1436,TCA - 2022,1,49,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.03451,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1437,TCA - 2022,1,50,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.10624,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1438,TCA - 2022,1,51,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.17707,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1439,TCA - 2022,1,52,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.24698,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1440,TCA - 2022,1,53,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.31599,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1441,TCA - 2022,1,54,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.385,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1442,TCA - 2022,1,55,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.454,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1443,TCA - 2022,1,56,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.5212,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1444,TCA - 2022,1,57,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.58839,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1445,TCA - 2022,1,58,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.65376,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1446,TCA - 2022,1,59,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.71732,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1447,TCA - 2022,1,60,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.78088,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1448,TCA - 2022,1,61,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.84353,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1449,TCA - 2022,1,62,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.90618,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1450,TCA - 2022,1,63,1,Hembra,2,Frio,1,Rancagua,-1.0,-1.0,,,-1.0,,,3.96793,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1451,TCA - 2022,1,0,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.038082,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1452,TCA - 2022,1,1,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.057123,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1453,TCA - 2022,1,2,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.067097,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1454,TCA - 2022,1,3,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.080698,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1455,TCA - 2022,1,4,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.097926,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1456,TCA - 2022,1,5,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.120594,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1457,TCA - 2022,1,6,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.146888,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1458,TCA - 2022,1,7,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.173183,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1459,TCA - 2022,1,8,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.205825,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1460,TCA - 2022,1,9,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.242094,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1461,TCA - 2022,1,10,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.281083,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1462,TCA - 2022,1,11,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.324605,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1463,TCA - 2022,1,12,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.370848,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1464,TCA - 2022,1,13,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.419811,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1465,TCA - 2022,1,14,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.4724,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1466,TCA - 2022,1,15,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.52771,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1467,TCA - 2022,1,16,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.584833,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1468,TCA - 2022,1,17,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.644677,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1469,TCA - 2022,1,18,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.706334,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1470,TCA - 2022,1,19,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.769804,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1471,TCA - 2022,1,20,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.835088,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1472,TCA - 2022,1,21,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.902185,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1473,TCA - 2022,1,22,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,0.971095,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1474,TCA - 2022,1,23,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.04091,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1475,TCA - 2022,1,24,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.11254,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1476,TCA - 2022,1,25,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.18508,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1477,TCA - 2022,1,26,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.25943,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1478,TCA - 2022,1,27,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.33378,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1479,TCA - 2022,1,28,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.40904,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1480,TCA - 2022,1,29,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.48521,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1481,TCA - 2022,1,30,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.56228,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1482,TCA - 2022,1,31,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.63935,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1483,TCA - 2022,1,32,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.71732,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1484,TCA - 2022,1,33,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.7953,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1485,TCA - 2022,1,34,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.87328,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1486,TCA - 2022,1,35,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,1.95217,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1487,TCA - 2022,1,36,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.03105,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1488,TCA - 2022,1,37,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.10993,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1489,TCA - 2022,1,38,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.18882,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1490,TCA - 2022,1,39,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.2668,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1491,TCA - 2022,1,40,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.34477,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1492,TCA - 2022,1,41,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.42275,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1493,TCA - 2022,1,42,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.50073,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1494,TCA - 2022,1,43,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.5778,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1495,TCA - 2022,1,44,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.65396,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1496,TCA - 2022,1,45,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.73013,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1497,TCA - 2022,1,46,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.80539,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1498,TCA - 2022,1,47,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.88064,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1499,TCA - 2022,1,48,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,2.9559,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1500,TCA - 2022,1,49,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,3.03025,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
1501,TCA - 2022,1,50,1,Hembra,2,Calida,2,Costa,-1.0,-1.0,,,-1.0,,,3.10188,-1.0,-1.0,,2022,,,,,,,,,,,1,"2022-12-26 21:01:22","2022-12-26 21:01:22"
